satellite,satellite_name,staleness_h,threshold_hz,is_preregistered_threshold,status,candidate_pairs,accepted_pairs,rejected_pairs,reject_rate_pct,n_train_pairs,n_validation_pairs,n_test_pairs,selected_model,val_sgp4_mae_hz,val_learned_mae_hz,val_improvement_pct,gate_decision,gate_mae,gate_p95,gate_p99,gate_outage,gate_guard_cost,test_sgp4_mae_hz,test_learned_mae_hz,test_delta_mae_hz,test_degradation_pct,test_improvement_pct,learned_wins,sgp4_wins,ties,pair_win_rate,mean_pair_delta_mae_hz,median_pair_delta_mae_hz,pair_ci_low_hz,pair_ci_high_hz,sign_test_p,holm_p,bh_q,block_bootstrap_days,block_ci_low_hz,block_ci_high_hz,block_ci_excludes_zero,test_sgp4_p95_hz,test_learned_p95_hz,test_sgp4_p99_hz,test_learned_p99_hz,test_sgp4_outage_proxy,test_learned_outage_proxy,selection_reason,selected_val_mae_hz,gate_margin_hz,val_mae_zero,val_mae_mean_bias,val_mae_median_bias,val_mae_linear_age,val_mae_age_ridge,val_mae_deployable_ridge,test_mae_zero,test_mae_mean_bias,test_mae_median_bias,test_mae_linear_age,test_mae_age_ridge,test_mae_deployable_ridge
NORAD56726,IRIDIUM 181,96,500,False,evaluated,2652,2626,26,0.9804,1373,503,750,age_ridge,4.636405,4.683874,-1.0238,closed,closed,closed,closed,closed,closed,4.474018,4.511525,0.037507,0.8383,-0.8383,259,491,0,0.345333,0.037507,0.031517,0.028945,0.046073,0.0,0.0,0.0,231,0.027118,0.047711,True,11.882672,11.828833,16.013465,15.954608,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",4.683874,-0.279289162,4.636405,4.667242,4.616415,4.685116,4.683874,7.176398,4.474018,4.507217,4.446504,4.512216,4.511525,6.026945
NORAD56726,IRIDIUM 181,96,1500,True,evaluated,2652,2642,10,0.3771,1388,504,750,age_ridge,4.97603,5.042932,-1.3445,closed,closed,closed,closed,closed,closed,4.474018,4.528378,0.054361,1.215,-1.215,237,513,0,0.316,0.054361,0.044286,0.04428,0.064483,0.0,0.0,0.0,231,0.041701,0.066547,True,11.882672,11.815836,16.013465,15.939918,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",5.042932,-0.315703237,4.97603,5.019297,4.955954,5.044532,5.042932,8.858544,4.474018,4.51992,4.445668,4.529315,4.528378,7.336892
NORAD56726,IRIDIUM 181,96,3000,False,evaluated,2652,2643,9,0.3394,1389,504,750,age_ridge,4.97603,5.05364,-1.5597,closed,closed,closed,closed,closed,closed,4.474018,4.536729,0.062712,1.4017,-1.4017,231,519,0,0.308,0.062712,0.053186,0.051436,0.074029,0.0,0.0,0.0,231,0.048533,0.076601,True,11.882672,11.815021,16.013465,15.938734,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",5.05364,-0.326411257,4.97603,5.02441,4.955946,5.055563,5.05364,9.180159,4.474018,4.525022,4.445644,4.537869,4.536729,7.621658
NORAD56726,IRIDIUM 181,168,none,False,evaluated,2663,2663,0,0.0,1404,507,752,age_ridge,13.464661,14.321781,-6.3657,closed,closed,closed,closed,closed,closed,9.861702,10.308599,0.446897,4.5316,-4.5316,369,383,0,0.490691,0.446897,0.017083,0.328954,0.560664,0.635485,1.0,0.74600413,231,0.286626,0.608819,True,26.120521,26.450845,35.639949,35.893425,5.5e-05,5.5e-05,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",14.321781,-1.530353795,13.464661,13.502258,13.387027,14.359192,14.321781,74.756454,9.861702,9.907884,9.729383,10.330275,10.308599,74.257784
NORAD56726,IRIDIUM 181,168,150,False,evaluated,2663,2323,340,12.7676,1145,460,718,deployable_ridge,8.396804,8.319897,0.9159,closed,closed,open,open,closed,closed,8.690262,7.349777,-1.340485,-15.4251,15.4251,488,230,0,0.679666,-1.340485,-2.827014,-1.605697,-1.077548,0.0,0.0,0.0,230,-1.797541,-0.815559,True,22.569139,18.787296,28.171937,24.276684,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",8.319897,-0.342933377,8.396804,8.417245,8.368299,8.42348,8.422808,8.319897,8.690262,8.718263,8.64454,8.713855,8.713783,7.349777
NORAD56726,IRIDIUM 181,168,500,False,evaluated,2663,2568,95,3.5674,1317,500,751,age_ridge,11.730329,11.863244,-1.1331,closed,closed,closed,closed,closed,closed,9.789747,9.894791,0.105044,1.073,-1.073,231,520,0,0.30759,0.105044,0.078785,0.086286,0.123156,0.0,0.0,0.0,231,0.081931,0.12765,True,25.933846,25.706288,35.083552,34.848215,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",11.863244,-0.719431571,11.730329,11.814598,11.665695,11.866481,11.863244,14.353421,9.789747,9.888488,9.687405,9.895851,9.894791,11.040811
NORAD56726,IRIDIUM 181,168,1500,True,evaluated,2663,2638,25,0.9388,1379,507,752,age_ridge,13.464661,13.724359,-1.9287,closed,closed,closed,closed,closed,closed,9.861702,10.053981,0.192279,1.9497,-1.9497,214,538,0,0.284574,0.192279,0.126474,0.160937,0.223849,0.0,0.0,0.0,231,0.152775,0.232002,True,26.120521,25.809142,35.639949,35.305533,5.5e-05,5.5e-05,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",13.724359,-0.932931573,13.464661,13.609042,13.389003,13.73073,13.724359,20.15209,9.861702,10.022086,9.735546,10.056575,10.053981,15.967138
NORAD56726,IRIDIUM 181,168,3000,False,evaluated,2663,2649,14,0.5257,1390,507,752,age_ridge,13.464661,13.78178,-2.3552,closed,closed,closed,closed,closed,closed,9.861702,10.096641,0.234939,2.3823,-2.3823,209,543,0,0.277926,0.234939,0.15471,0.199178,0.271866,0.0,0.0,0.0,231,0.18983,0.282021,True,26.120521,25.769254,35.639949,35.260367,5.5e-05,5.5e-05,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",13.78178,-0.990352333,13.464661,13.639131,13.387737,13.789436,13.78178,22.658057,9.861702,10.051811,9.7317,10.099844,10.096641,18.843995
NORAD56727,IRIDIUM 177,8,none,False,evaluated,1875,1875,0,0.0,876,360,639,age_ridge,0.488971,0.491867,-0.5923,closed,closed,closed,closed,closed,closed,0.424478,0.427738,0.003261,0.7682,-0.7682,270,369,0,0.422535,0.003261,0.002285,0.002237,0.00422,0.000103,0.017407,0.00026486,217,0.002135,0.004451,True,1.141726,1.147163,1.492778,1.497837,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.491867,-0.027344541,0.488971,0.489062,0.489154,0.492202,0.491867,0.654872,0.424478,0.424587,0.424539,0.428093,0.427738,0.598182
NORAD56727,IRIDIUM 177,8,150,False,evaluated,1875,1874,1,0.0533,875,360,639,age_ridge,0.488971,0.492461,-0.7136,closed,closed,closed,closed,closed,closed,0.424478,0.428357,0.00388,0.914,-0.914,265,374,0,0.41471,0.00388,0.002637,0.002762,0.004936,1.9e-05,0.003325,5.344e-05,217,0.002652,0.005179,True,1.141726,1.147899,1.492778,1.498514,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.492461,-0.02793791,0.488971,0.489089,0.489176,0.492853,0.492461,0.672093,0.424478,0.424619,0.424559,0.428765,0.428357,0.615803
NORAD56727,IRIDIUM 177,8,500,False,evaluated,1875,1875,0,0.0,876,360,639,age_ridge,0.488971,0.491867,-0.5923,closed,closed,closed,closed,closed,closed,0.424478,0.427738,0.003261,0.7682,-0.7682,270,369,0,0.422535,0.003261,0.002285,0.002237,0.00422,0.000103,0.017407,0.00026486,217,0.002135,0.004451,True,1.141726,1.147163,1.492778,1.497837,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.491867,-0.027344541,0.488971,0.489062,0.489154,0.492202,0.491867,0.654872,0.424478,0.424587,0.424539,0.428093,0.427738,0.598182
NORAD56727,IRIDIUM 177,8,1500,True,evaluated,1875,1875,0,0.0,876,360,639,age_ridge,0.488971,0.491867,-0.5923,closed,closed,closed,closed,closed,closed,0.424478,0.427738,0.003261,0.7682,-0.7682,270,369,0,0.422535,0.003261,0.002285,0.002237,0.00422,0.000103,0.017407,0.00026486,217,0.002135,0.004451,True,1.141726,1.147163,1.492778,1.497837,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.491867,-0.027344541,0.488971,0.489062,0.489154,0.492202,0.491867,0.654872,0.424478,0.424587,0.424539,0.428093,0.427738,0.598182
NORAD56727,IRIDIUM 177,8,3000,False,evaluated,1875,1875,0,0.0,876,360,639,age_ridge,0.488971,0.491867,-0.5923,closed,closed,closed,closed,closed,closed,0.424478,0.427738,0.003261,0.7682,-0.7682,270,369,0,0.422535,0.003261,0.002285,0.002237,0.00422,0.000103,0.017407,0.00026486,217,0.002135,0.004451,True,1.141726,1.147163,1.492778,1.497837,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.491867,-0.027344541,0.488971,0.489062,0.489154,0.492202,0.491867,0.654872,0.424478,0.424587,0.424539,0.428093,0.427738,0.598182
NORAD56727,IRIDIUM 177,24,none,False,evaluated,2545,2545,0,0.0,1343,479,723,age_ridge,1.672105,1.726893,-3.2766,closed,closed,closed,closed,closed,closed,1.59579,1.638753,0.042962,2.6922,-2.6922,293,430,0,0.405256,0.042962,0.00953,0.03269,0.054295,0.0,0.0,0.0,231,0.031603,0.054607,True,4.291282,4.358355,5.374954,5.428611,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.726893,-0.13839355,1.672105,1.671551,1.671747,1.730192,1.726893,3.498092,1.59579,1.59465,1.594814,1.641363,1.638753,3.484417
NORAD56727,IRIDIUM 177,24,150,False,evaluated,2545,2523,22,0.8644,1323,479,721,age_ridge,1.672105,1.681502,-0.562,closed,closed,closed,closed,closed,closed,1.454605,1.462787,0.008182,0.5625,-0.5625,344,377,0,0.477115,0.008182,0.000432,0.004801,0.011376,0.23334,1.0,0.32308615,231,0.004624,0.011851,True,3.853156,3.859344,4.870075,4.873489,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.681502,-0.093002471,1.672105,1.673286,1.671567,1.68208,1.681502,2.313606,1.454605,1.456036,1.453545,1.46322,1.462787,2.154141
NORAD56727,IRIDIUM 177,24,500,False,evaluated,2545,2543,2,0.0786,1341,479,723,age_ridge,1.672105,1.686716,-0.8738,closed,closed,closed,closed,closed,closed,1.59579,1.607373,0.011582,0.7258,-0.7258,399,324,0,0.551867,0.011582,-0.002194,0.007314,0.016291,0.005884,0.811992,0.01194496,231,0.006922,0.016391,True,4.291282,4.307857,5.374954,5.386903,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.686716,-0.098216279,1.672105,1.67174,1.671723,1.687747,1.686716,2.784804,1.59579,1.595328,1.594793,1.608145,1.607373,2.751721
NORAD56727,IRIDIUM 177,24,1500,True,evaluated,2545,2544,1,0.0393,1342,479,723,age_ridge,1.672105,1.686015,-0.8319,closed,closed,closed,closed,closed,closed,1.59579,1.606884,0.011093,0.6952,-0.6952,398,325,0,0.550484,0.011093,-0.002079,0.006964,0.015648,0.007371,1.0,0.0146336,231,0.006561,0.015736,True,4.291282,4.306643,5.374954,5.385871,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.686015,-0.097515515,1.672105,1.67182,1.671736,1.686998,1.686015,2.883709,1.59579,1.59543,1.594805,1.607619,1.606884,2.861918
NORAD56727,IRIDIUM 177,24,3000,False,evaluated,2545,2544,1,0.0393,1342,479,723,age_ridge,1.672105,1.686015,-0.8319,closed,closed,closed,closed,closed,closed,1.59579,1.606884,0.011093,0.6952,-0.6952,398,325,0,0.550484,0.011093,-0.002079,0.006964,0.015648,0.007371,1.0,0.0146336,231,0.006561,0.015736,True,4.291282,4.306643,5.374954,5.385871,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.686015,-0.097515515,1.672105,1.67182,1.671736,1.686998,1.686015,2.883709,1.59579,1.59543,1.594805,1.607619,1.606884,2.861918
NORAD56727,IRIDIUM 177,48,none,False,evaluated,2534,2534,0,0.0,1335,477,722,age_ridge,3.841564,3.915643,-1.9284,closed,closed,closed,closed,closed,closed,5.115764,5.173077,0.057313,1.1203,-1.1203,287,435,0,0.397507,0.057313,0.012774,0.043321,0.072308,0.0,0.0,0.0,229,0.039461,0.075135,True,13.796237,13.831673,17.955077,17.973959,0.000346,0.000346,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",3.915643,-0.266157312,3.841564,3.858858,3.832307,3.91898,3.915643,8.482976,5.115764,5.13216,5.112443,5.175448,5.173077,10.164082
NORAD56727,IRIDIUM 177,48,150,False,evaluated,2534,2444,90,3.5517,1261,475,708,age_ridge,3.708054,3.731518,-0.6328,closed,closed,closed,closed,closed,closed,3.361061,3.377775,0.016714,0.4973,-0.4973,367,341,0,0.518362,0.016714,-0.001818,0.009312,0.02445,0.347451,1.0,0.45761839,227,0.00811,0.024909,True,8.871555,8.88837,11.051912,11.06213,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",3.731518,-0.20886688,3.708054,3.712042,3.698949,3.732874,3.731518,4.684353,3.361061,3.364558,3.356983,3.378802,3.377775,4.753434
NORAD56727,IRIDIUM 177,48,500,False,evaluated,2534,2527,7,0.2762,1332,477,718,age_ridge,3.841564,3.901936,-1.5716,closed,closed,closed,closed,closed,closed,4.050091,4.094871,0.044781,1.1057,-1.1057,339,379,0,0.472145,0.044781,0.007893,0.031045,0.058338,0.145488,1.0,0.21119226,229,0.027459,0.061667,True,10.894873,10.946495,13.68363,13.719995,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",3.901936,-0.252450367,3.841564,3.84429,3.832271,3.905508,3.901936,6.543205,4.050091,4.052517,4.047109,4.097466,4.094871,7.292279
NORAD56727,IRIDIUM 177,48,1500,True,evaluated,2534,2532,2,0.0789,1333,477,722,age_ridge,3.841564,3.903939,-1.6237,closed,closed,closed,closed,closed,closed,5.115764,5.161449,0.045684,0.893,-0.893,339,383,0,0.469529,0.045684,0.007663,0.031481,0.060552,0.109469,1.0,0.1632963,229,0.028041,0.062828,True,13.796237,13.849876,17.955077,17.993078,0.000346,0.000346,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",3.903939,-0.254453328,3.841564,3.844537,3.832281,3.907601,3.903939,6.602459,5.115764,5.118459,5.112343,5.164078,5.161449,8.364812
NORAD56727,IRIDIUM 177,48,3000,False,evaluated,2534,2533,1,0.0395,1334,477,722,age_ridge,3.841564,3.922227,-2.0997,closed,closed,closed,closed,closed,closed,5.115764,5.175214,0.05945,1.1621,-1.1621,347,375,0,0.480609,0.05945,0.005356,0.043131,0.076823,0.314975,1.0,0.42521625,229,0.039044,0.079516,True,13.796237,13.858367,17.955077,17.998122,0.000346,0.000346,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",3.922227,-0.272740989,3.841564,3.847707,3.832296,3.926645,3.922227,6.973804,5.115764,5.121431,5.1124,5.17838,5.175214,8.710205
NORAD56727,IRIDIUM 177,72,none,False,evaluated,2552,2552,0,0.0,1343,480,729,age_ridge,7.474526,7.653182,-2.3902,closed,closed,closed,closed,closed,closed,9.957333,10.122008,0.164675,1.6538,-1.6538,243,486,0,0.333333,0.164675,0.093291,0.13846,0.194496,0.0,0.0,0.0,230,0.132217,0.198862,True,26.86643,26.845165,34.551047,34.498607,0.000686,0.000686,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",7.653182,-0.552382205,7.474526,7.559309,7.439393,7.658974,7.653182,19.624545,9.957333,10.036054,9.949343,10.126599,10.122008,21.74374
NORAD56727,IRIDIUM 177,72,150,False,evaluated,2552,2357,195,7.6411,1191,471,695,age_ridge,6.615627,6.633485,-0.2699,closed,closed,closed,closed,closed,closed,6.416075,6.432211,0.016135,0.2515,-0.2515,325,370,0,0.467626,0.016135,0.007429,0.007617,0.02504,0.095044,1.0,0.14498237,226,0.007201,0.024853,True,16.613889,16.614206,20.092076,20.087098,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",6.633485,-0.348639071,6.615627,6.622565,6.584438,6.634622,6.633485,7.42271,6.416075,6.421785,6.404342,6.433267,6.432211,8.054085
NORAD56727,IRIDIUM 177,72,500,False,evaluated,2552,2528,24,0.9404,1326,480,722,age_ridge,7.474526,7.55022,-1.0127,closed,closed,closed,closed,closed,closed,8.276796,8.343523,0.066728,0.8062,-0.8062,307,415,0,0.425208,0.066728,0.026941,0.048386,0.085911,6.6e-05,0.01122,0.00017644,230,0.04547,0.087723,True,22.056333,22.074178,27.393585,27.396025,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",7.55022,-0.449421093,7.474526,7.492327,7.439,7.554312,7.55022,11.15871,8.276796,8.292315,8.269038,8.346875,8.343523,12.761762
NORAD56727,IRIDIUM 177,72,1500,True,evaluated,2552,2543,9,0.3527,1334,480,729,age_ridge,7.474526,7.554824,-1.0743,closed,closed,closed,closed,closed,closed,9.957333,10.029683,0.07235,0.7266,-0.7266,305,424,0,0.418381,0.07235,0.026627,0.053232,0.092231,1.2e-05,0.002112,3.411e-05,230,0.049716,0.094654,True,26.86643,26.88189,34.551047,34.549909,0.000686,0.000686,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",7.554824,-0.454024415,7.474526,7.491912,7.439202,7.559198,7.554824,11.784645,9.957333,9.972801,9.94833,10.033226,10.029683,14.885812
NORAD56727,IRIDIUM 177,72,3000,False,evaluated,2552,2548,4,0.1567,1339,480,729,age_ridge,7.474526,7.640441,-2.2197,closed,closed,closed,closed,closed,closed,9.957333,10.102479,0.145146,1.4577,-1.4577,283,446,0,0.388203,0.145146,0.059625,0.116421,0.176539,0.0,0.0,0.0,230,0.108902,0.182276,True,26.86643,26.902301,34.551047,34.557059,0.000686,0.000686,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",7.640441,-0.539641504,7.474526,7.516019,7.439317,7.647988,7.640441,13.105253,9.957333,9.995035,9.948947,10.108511,10.102479,16.016994
NORAD56727,IRIDIUM 177,96,none,False,evaluated,2601,2601,0,0.0,1373,496,732,age_ridge,13.459444,13.779667,-2.3792,closed,closed,closed,closed,closed,closed,16.28023,16.56466,0.28443,1.7471,-1.7471,267,465,0,0.364754,0.28443,0.182597,0.222459,0.345997,0.0,0.0,0.0,232,0.203345,0.362498,True,44.266147,44.268771,57.65186,57.603293,0.001195,0.001195,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",13.779667,-0.993195241,13.459444,13.602697,13.327705,13.791116,13.779667,44.288316,16.28023,16.400263,16.243999,16.573366,16.56466,45.49931
NORAD56727,IRIDIUM 177,96,150,False,evaluated,2601,2206,395,15.1865,1093,458,655,deployable_ridge,10.090337,9.926065,1.628,closed,closed,open,open,closed,closed,8.680793,10.304897,1.624104,18.7092,-18.7092,255,400,0,0.389313,1.624104,4.084167,1.147187,2.088404,0.0,0.0,0.0,223,0.832527,2.405184,True,22.235245,23.954167,26.600842,27.807874,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",9.926065,-0.340245097,10.090337,10.088637,10.008452,10.090062,10.089309,9.926065,8.680793,8.679583,8.645784,8.681507,8.680952,10.304897
NORAD56727,IRIDIUM 177,96,500,False,evaluated,2601,2526,75,2.8835,1315,493,718,age_ridge,12.853174,12.895853,-0.3321,closed,closed,closed,closed,closed,closed,13.58467,13.62278,0.038111,0.2805,-0.2805,310,408,0,0.431755,0.038111,0.021737,0.013382,0.063556,0.000289,0.047396,0.00072925,231,0.008255,0.068874,True,36.496241,36.509075,45.114258,45.117918,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",12.895853,-0.685337773,12.853174,12.873941,12.728284,12.898331,12.895853,16.13156,13.58467,13.600721,13.544097,13.624759,13.62278,18.937346
NORAD56727,IRIDIUM 177,96,1500,True,evaluated,2601,2584,17,0.6536,1356,496,732,age_ridge,13.459444,13.518096,-0.4358,closed,closed,closed,closed,closed,closed,16.28023,16.335812,0.055581,0.3414,-0.3414,319,413,0,0.435792,0.055581,0.018537,0.023612,0.086925,0.000578,0.091324,0.00138106,232,0.015309,0.094376,True,44.266147,44.297456,57.65186,57.669306,0.001195,0.001195,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",13.518096,-0.731623889,13.459444,13.475026,13.328281,13.522101,13.518096,19.440859,16.28023,16.292507,16.240165,16.338911,16.335812,23.781593
NORAD56727,IRIDIUM 177,96,3000,False,evaluated,2601,2591,10,0.3845,1363,496,732,age_ridge,13.459444,13.575469,-0.862,closed,closed,closed,closed,closed,closed,16.28023,16.385272,0.105042,0.6452,-0.6452,285,447,0,0.389344,0.105042,0.064529,0.067165,0.143624,0.0,0.0,0.0,232,0.055442,0.152924,True,44.266147,44.272075,57.65186,57.636834,0.001195,0.001195,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",13.575469,-0.788997139,13.459444,13.505996,13.328019,13.581078,13.575469,21.11901,16.28023,16.317402,16.241722,16.389604,16.385272,25.211996
NORAD56727,IRIDIUM 177,168,none,False,evaluated,2610,2610,0,0.0,1374,500,736,age_ridge,37.346154,38.839623,-3.999,closed,closed,closed,closed,closed,closed,45.376151,46.285292,0.909141,2.0036,-2.0036,304,432,0,0.413043,0.909141,0.476002,0.664557,1.15339,3e-06,0.000537,8.8e-06,232,0.620124,1.200808,True,126.608211,126.966906,163.128207,163.276961,0.009681,0.009624,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",38.839623,-3.360776665,37.346154,37.539233,36.487319,38.91016,38.839623,110.658564,45.376151,45.532011,45.209056,46.329526,46.285292,113.071892
NORAD56727,IRIDIUM 177,168,150,False,evaluated,2610,1557,1053,40.3448,691,344,522,deployable_ridge,18.354929,14.979446,18.3901,open,open,open,open,closed,closed,16.252631,15.420625,-0.832007,-5.1192,5.1192,290,232,0,0.555556,-0.832007,-3.719612,-1.594578,-0.083995,0.012528,1.0,0.02382085,195,-2.079353,0.383958,False,40.054125,36.721019,46.274525,42.349218,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",14.979446,2.457736395,18.354929,18.335754,18.159526,18.348032,18.346719,14.979446,16.252631,16.239744,16.146681,16.21616,16.217036,15.420625
NORAD56727,IRIDIUM 177,168,500,False,evaluated,2610,2307,303,11.6092,1159,472,676,deployable_ridge,31.602376,31.102988,1.5802,closed,closed,open,open,closed,closed,30.054625,34.239228,4.184603,13.9233,-13.9233,309,367,0,0.457101,4.184603,4.693053,2.110709,6.260471,0.028283,1.0,0.04991118,225,0.701745,7.825369,True,79.460393,77.648301,95.710436,90.249377,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",31.102988,-1.080731499,31.602376,31.688583,30.974782,31.795658,31.788659,31.102988,30.054625,30.119077,29.796541,30.136775,30.133208,34.239228
NORAD56727,IRIDIUM 177,168,1500,True,evaluated,2610,2547,63,2.4138,1318,499,730,age_ridge,36.848041,37.200616,-0.9568,closed,closed,closed,closed,closed,closed,41.025822,41.203469,0.177647,0.433,-0.433,347,383,0,0.475342,0.177647,0.085121,0.099387,0.256032,0.195145,1.0,0.27300078,232,0.094645,0.263179,True,111.924581,111.732472,144.473203,144.24158,0.006221,0.006164,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",37.200616,-2.194976322,36.848041,36.984677,36.010294,37.213346,37.200616,44.835263,41.025822,41.133493,40.777685,41.210116,41.203469,51.247253
NORAD56727,IRIDIUM 177,168,3000,False,evaluated,2610,2588,22,0.8429,1353,500,735,age_ridge,37.346154,37.78086,-1.164,closed,closed,closed,closed,closed,closed,44.18433,44.399646,0.215317,0.4873,-0.4873,338,397,0,0.459864,0.215317,0.126816,0.120688,0.320825,0.032336,1.0,0.05626733,232,0.10618,0.324385,True,121.019463,120.893094,156.333969,156.157915,0.008787,0.00873,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",37.78086,-2.302013375,37.346154,37.464927,36.488613,37.798698,37.78086,52.03037,44.18433,44.277855,43.989389,44.409647,44.399646,59.655213
NORAD61594,ONEWEB-0015,8,none,False,evaluated,1334,1334,0,0.0,630,373,331,age_ridge,0.56699,1.078848,-90.2763,closed,closed,closed,closed,closed,closed,0.488377,0.954528,0.466151,95.4488,-95.4488,30,301,0,0.090634,0.466151,0.365413,0.419699,0.517033,0.0,0.0,0.0,116,0.410439,0.521782,True,1.292079,1.75956,1.748542,2.192819,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.078848,-0.540207143,0.56699,0.665974,0.567185,1.118863,1.078848,15.353905,0.488377,0.613944,0.49007,0.99318,0.954528,15.702258
NORAD61594,ONEWEB-0015,8,150,False,evaluated,1334,1270,64,4.7976,566,373,331,age_ridge,0.56699,0.630252,-11.1575,closed,closed,closed,closed,closed,closed,0.488377,0.57208,0.083702,17.1388,-17.1388,73,258,0,0.220544,0.083702,0.106166,0.073974,0.0932,0.0,0.0,0.0,116,0.072837,0.094313,True,1.292079,1.360057,1.748542,1.811149,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.630252,-0.091611594,0.56699,0.630145,0.566967,0.63026,0.630252,2.036122,0.488377,0.572115,0.488398,0.572077,0.57208,2.083594
NORAD61594,ONEWEB-0015,8,500,False,evaluated,1334,1310,24,1.7991,606,373,331,age_ridge,0.56699,0.945997,-66.8455,closed,closed,closed,closed,closed,closed,0.488377,0.820434,0.332056,67.9918,-67.9918,62,269,0,0.187311,0.332056,0.198209,0.292851,0.371424,0.0,0.0,0.0,116,0.286054,0.380027,True,1.292079,1.601631,1.748542,2.033703,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.945997,-0.407356694,0.56699,0.787975,0.566842,0.963087,0.945997,7.816468,0.488377,0.748369,0.489016,0.833235,0.820434,7.830526
NORAD61594,ONEWEB-0015,8,1500,True,evaluated,1334,1331,3,0.2249,627,373,331,age_ridge,0.56699,0.904559,-59.537,closed,closed,closed,closed,closed,closed,0.488377,0.791357,0.302979,62.0379,-62.0379,66,265,0,0.199396,0.302979,0.248941,0.268234,0.34097,0.0,0.0,0.0,116,0.260347,0.346354,True,1.292079,1.576688,1.748542,2.014122,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.904559,-0.365918651,0.56699,0.654717,0.567125,0.930546,0.904559,13.68759,0.488377,0.601026,0.489929,0.815756,0.791357,14.038791
NORAD61594,ONEWEB-0015,8,3000,False,evaluated,1334,1334,0,0.0,630,373,331,age_ridge,0.56699,1.078848,-90.2763,closed,closed,closed,closed,closed,closed,0.488377,0.954528,0.466151,95.4488,-95.4488,30,301,0,0.090634,0.466151,0.365413,0.419699,0.517033,0.0,0.0,0.0,116,0.410439,0.521782,True,1.292079,1.75956,1.748542,2.192819,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.078848,-0.540207143,0.56699,0.665974,0.567185,1.118863,1.078848,15.353905,0.488377,0.613944,0.49007,0.99318,0.954528,15.702258
