satellite,satellite_name,staleness_h,threshold_hz,is_preregistered_threshold,status,candidate_pairs,accepted_pairs,rejected_pairs,reject_rate_pct,n_train_pairs,n_validation_pairs,n_test_pairs,selected_model,val_sgp4_mae_hz,val_learned_mae_hz,val_improvement_pct,gate_decision,gate_mae,gate_p95,gate_p99,gate_outage,gate_guard_cost,test_sgp4_mae_hz,test_learned_mae_hz,test_delta_mae_hz,test_degradation_pct,test_improvement_pct,learned_wins,sgp4_wins,ties,pair_win_rate,mean_pair_delta_mae_hz,median_pair_delta_mae_hz,pair_ci_low_hz,pair_ci_high_hz,sign_test_p,holm_p,bh_q,block_bootstrap_days,block_ci_low_hz,block_ci_high_hz,block_ci_excludes_zero,test_sgp4_p95_hz,test_learned_p95_hz,test_sgp4_p99_hz,test_learned_p99_hz,test_sgp4_outage_proxy,test_learned_outage_proxy,selection_reason,selected_val_mae_hz,gate_margin_hz,val_mae_zero,val_mae_mean_bias,val_mae_median_bias,val_mae_linear_age,val_mae_age_ridge,val_mae_deployable_ridge,test_mae_zero,test_mae_mean_bias,test_mae_median_bias,test_mae_linear_age,test_mae_age_ridge,test_mae_deployable_ridge
NORAD25544,ISS (ZARYA),48,none,False,evaluated,46707,46702,5,0.0107,28413,8533,9756,age_ridge,26.853625,27.191735,-1.2591,closed,closed,closed,closed,closed,closed,61.13138,61.393815,0.262435,0.4293,-0.4293,3724,6030,2,0.381714,0.262435,0.160032,0.242448,0.281526,0.0,0.0,0.0,2003,0.237943,0.286517,True,156.554245,156.835408,327.42886,327.618915,0.025096,0.025126,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",27.191735,-1.680791346,26.853625,26.94437,26.85676,27.192393,27.191735,81.570181,61.13138,61.211611,61.1296,61.394299,61.393815,108.467378
NORAD25544,ISS (ZARYA),48,150,False,evaluated,46707,36371,10336,22.1294,21043,7574,7754,age_ridge,5.271735,5.271904,-0.0032,closed,closed,closed,closed,closed,closed,6.935692,6.93601,0.000318,0.0046,-0.0046,3847,3893,14,0.496131,0.000318,3.7e-05,5.9e-05,0.000569,0.609007,1.0,0.72436956,1880,2.8e-05,0.00061,True,18.451225,18.450426,29.359055,29.358316,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",5.271904,-0.263755144,5.271735,5.271824,5.272433,5.271904,5.271904,5.338234,6.935692,6.935933,6.935352,6.936011,6.93601,6.978446
NORAD25544,ISS (ZARYA),48,500,False,evaluated,46707,42094,4613,9.8765,25299,8084,8711,age_ridge,8.373973,8.376432,-0.0294,closed,closed,closed,closed,closed,closed,12.124206,12.12531,0.001104,0.0091,-0.0091,4185,4518,8,0.480427,0.001104,0.003991,-9.3e-05,0.002288,0.000372,0.059892,0.00091309,1954,-0.000859,0.002956,False,30.820705,30.826359,52.170022,52.174392,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",8.376432,-0.421157346,8.373973,8.37626,8.374282,8.376432,8.376432,8.651402,12.124206,12.125059,12.1241,12.125311,12.12531,12.329171
NORAD25544,ISS (ZARYA),48,1500,True,evaluated,46707,44556,2151,4.6053,27006,8324,9226,age_ridge,13.52868,13.554532,-0.1911,closed,closed,closed,closed,closed,closed,21.483488,21.50162,0.018132,0.0844,-0.0844,4062,5160,4,0.440277,0.018132,0.024988,0.014338,0.021898,0.0,0.0,0.0,1993,0.012607,0.023828,True,55.945878,55.970844,92.776832,92.792553,0.004896,0.004896,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",13.554532,-0.702286305,13.52868,13.547427,13.528572,13.554557,13.554532,16.971787,21.483488,21.498007,21.483355,21.501637,21.50162,24.137518
NORAD25544,ISS (ZARYA),48,3000,False,evaluated,46707,45449,1258,2.6934,27543,8440,9466,age_ridge,18.437778,18.509031,-0.3864,closed,closed,closed,closed,closed,closed,31.113326,31.167041,0.053716,0.1726,-0.1726,4073,5390,3,0.430277,0.053716,0.039592,0.046753,0.060887,0.0,0.0,0.0,2002,0.044852,0.061988,True,82.704756,82.769564,139.000058,139.042677,0.009926,0.009926,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",18.509031,-0.993141585,18.437778,18.464364,18.43768,18.509162,18.509031,26.713224,31.113326,31.135748,31.112626,31.167142,31.167041,37.631586
NORAD25544,ISS (ZARYA),72,none,False,evaluated,46667,46662,5,0.0107,28385,8531,9746,age_ridge,55.321186,56.166413,-1.5279,closed,closed,closed,closed,closed,closed,128.746379,129.377835,0.631456,0.4905,-0.4905,3438,6308,0,0.35276,0.631456,0.441051,0.595455,0.670943,0.0,0.0,0.0,2001,0.579775,0.682478,True,329.607058,330.003931,662.028904,662.229395,0.056617,0.056698,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",56.166413,-3.611286986,55.321186,55.759875,55.327324,56.167561,56.166413,163.139853,128.746379,129.098535,128.733542,129.378624,129.377835,217.918673
NORAD25544,ISS (ZARYA),72,150,False,evaluated,46667,29830,16837,36.079,16528,6847,6455,age_ridge,7.612567,7.613033,-0.0061,closed,closed,closed,closed,closed,closed,10.126887,10.126998,0.000111,0.0011,-0.0011,3308,3142,5,0.512471,0.000111,-0.000989,-0.000864,0.000983,0.03992,1.0,0.06572195,1768,-0.00088,0.001155,False,26.943825,26.945964,39.048503,39.049964,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",7.613033,-0.381094545,7.612567,7.612579,7.614601,7.613036,7.613033,7.701607,10.126887,10.126902,10.12789,10.127,10.126998,10.186034
NORAD25544,ISS (ZARYA),72,500,False,evaluated,46667,38612,8055,17.2606,22940,7728,7944,age_ridge,12.538131,12.542491,-0.0348,closed,closed,closed,closed,closed,closed,18.126627,18.129216,0.00259,0.0143,-0.0143,3876,4066,2,0.487915,0.00259,0.003506,7.5e-05,0.005161,0.033933,1.0,0.056555,1883,-0.000885,0.006206,False,46.820371,46.829296,76.762122,76.769002,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",12.542491,-0.631266839,12.538131,12.540291,12.543151,12.5425,12.542491,12.650452,18.126627,18.127888,18.129725,18.129222,18.129216,18.197942
NORAD25544,ISS (ZARYA),72,1500,True,evaluated,46667,42563,4104,8.7942,25709,8113,8741,age_ridge,21.371541,21.416178,-0.2089,closed,closed,closed,closed,closed,closed,33.99427,34.026624,0.032354,0.0952,-0.0952,3833,4906,2,0.438508,0.032354,0.073854,0.025922,0.038917,0.0,0.0,0.0,1975,0.021786,0.04292,True,87.268583,87.283741,142.963729,142.969523,0.009424,0.009429,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",21.416178,-1.113214783,21.371541,21.415241,21.373516,21.416184,21.416178,24.211222,33.99427,34.025735,33.996098,34.026628,34.026624,35.975801
NORAD25544,ISS (ZARYA),72,3000,False,evaluated,46667,44182,2485,5.325,26719,8323,9140,age_ridge,31.392487,31.505469,-0.3599,closed,closed,closed,closed,closed,closed,52.068339,52.150822,0.082483,0.1584,-0.1584,3851,5288,1,0.421335,0.082483,0.079264,0.071804,0.093062,0.0,0.0,0.0,1995,0.067997,0.097608,True,136.484407,136.522466,222.175615,222.188109,0.020113,0.02014,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",31.505469,-1.682606935,31.392487,31.456799,31.391919,31.505625,31.505469,41.874274,52.068339,52.120005,52.067372,52.150924,52.150822,59.667263
NORAD25544,ISS (ZARYA),96,none,False,evaluated,46732,46729,3,0.0064,28405,8554,9770,age_ridge,96.106751,97.346018,-1.2895,closed,closed,closed,closed,closed,closed,217.334738,218.273582,0.938844,0.432,-0.432,3507,6263,0,0.358956,0.938844,0.568615,0.877677,0.999886,0.0,0.0,0.0,2008,0.857728,1.022596,True,580.382949,580.742431,1101.396289,1101.43187,0.095701,0.095948,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",97.346018,-6.04460442,96.106751,96.746454,96.130045,97.347654,97.346018,265.563111,217.334738,217.86196,217.297113,218.274694,218.273582,349.801248
NORAD25544,ISS (ZARYA),96,150,False,evaluated,46732,24207,22525,48.2004,12870,6116,5221,linear_age,9.924746,9.924632,0.0012,closed,closed,closed,closed,closed,closed,13.040505,13.040348,-0.000157,-0.0012,0.0012,2683,2528,10,0.513886,-0.000157,-0.000225,-0.000359,4.1e-05,0.032887,1.0,0.05626733,1658,-0.000402,0.000102,False,34.046635,34.046943,45.725005,45.725306,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",9.924632,-0.496122806,9.924746,9.924717,9.928163,9.924632,9.924632,10.089585,13.040505,13.040475,13.042725,13.040348,13.040348,13.145081
NORAD25544,ISS (ZARYA),96,500,False,evaluated,46732,34900,11832,25.3188,20326,7398,7176,age_ridge,17.392842,17.398964,-0.0352,closed,closed,closed,closed,closed,closed,25.150424,25.153672,0.003248,0.0129,-0.0129,3491,3683,2,0.486483,0.003248,0.006876,-0.000938,0.007352,0.024125,1.0,0.04371644,1809,-0.002986,0.009525,False,65.749457,65.765538,101.33898,101.351881,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",17.398964,-0.875763624,17.392842,17.397441,17.404278,17.398972,17.398964,17.627319,25.150424,25.15286,25.157014,25.153678,25.153672,25.296618
NORAD25544,ISS (ZARYA),96,1500,True,evaluated,46732,40361,6371,13.6331,24271,7885,8205,age_ridge,27.638435,27.696915,-0.2116,closed,closed,closed,closed,closed,closed,45.422246,45.464409,0.042163,0.0928,-0.0928,3668,4537,0,0.447044,0.042163,0.099843,0.032258,0.052157,0.0,0.0,0.0,1934,0.025866,0.058163,True,115.742384,115.76253,186.110788,186.115281,0.012802,0.012822,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",27.696915,-1.440402235,27.638435,27.695152,27.645839,27.696921,27.696915,28.814879,45.422246,45.462677,45.428763,45.464414,45.464409,46.201733
NORAD25544,ISS (ZARYA),96,3000,False,evaluated,46732,42679,4053,8.6729,25780,8153,8746,age_ridge,41.132836,41.249775,-0.2843,closed,closed,closed,closed,closed,closed,72.46273,72.552134,0.089403,0.1234,-0.1234,3696,5050,0,0.422593,0.089403,0.175434,0.076682,0.101824,0.0,0.0,0.0,1986,0.067586,0.11105,True,188.887243,188.870013,297.718273,297.672001,0.030185,0.0302,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",41.249775,-2.173580931,41.132836,41.243532,41.132945,41.249796,41.249775,51.461581,72.46273,72.548901,72.462911,72.552147,72.552134,79.242016
NORAD25544,ISS (ZARYA),168,none,False,evaluated,46745,46733,12,0.0257,28395,8559,9779,age_ridge,270.692472,273.057665,-0.8738,closed,closed,closed,closed,closed,closed,587.189158,589.213192,2.024033,0.3447,-0.3447,3106,6673,0,0.317619,2.024033,3.329658,1.92732,2.120644,0.0,0.0,0.0,2010,1.847574,2.184422,True,1650.983143,1649.746944,2785.668761,2783.965476,0.219522,0.2206,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",273.057665,-15.89981656,270.692472,273.044969,270.865131,273.05769,273.057665,690.904831,587.189158,589.199072,586.897284,589.213216,589.213192,875.884377
NORAD25544,ISS (ZARYA),168,150,False,evaluated,46745,13211,33534,71.7382,6442,4043,2726,age_ridge,15.346995,15.348194,-0.0078,closed,closed,closed,closed,closed,closed,20.308311,20.308015,-0.000296,-0.0015,0.0015,1355,1362,9,0.497065,-0.000296,0.0,-0.001573,0.000928,0.908362,1.0,0.973245,1186,-0.001711,0.000982,False,48.645601,48.652662,58.474213,58.480202,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",15.348194,-0.768549094,15.346995,15.347653,15.345547,15.348199,15.348194,15.534555,20.308311,20.30805,20.313831,20.308016,20.308015,20.445814
NORAD25544,ISS (ZARYA),168,500,False,evaluated,46745,23753,22992,49.186,12973,5989,4791,age_ridge,30.720429,30.721513,-0.0035,closed,closed,closed,closed,closed,closed,44.120182,44.133949,0.013767,0.0312,-0.0312,2256,2535,0,0.470883,0.013767,0.024135,0.004281,0.02341,5.9e-05,0.010148,0.00016091,1545,0.000763,0.027267,True,113.249194,113.25107,152.039945,152.03511,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",30.721513,-1.537104603,30.720429,30.720431,30.724724,30.721528,30.721513,31.199261,44.120182,44.13178,44.13721,44.133964,44.133949,44.477146
NORAD25544,ISS (ZARYA),168,1500,True,evaluated,46745,33411,13334,28.525,19702,7100,6609,age_ridge,54.650589,54.80165,-0.2764,closed,closed,closed,closed,closed,closed,87.84628,87.962273,0.115993,0.132,-0.132,2940,3669,0,0.444848,0.115993,0.253273,0.088008,0.143057,0.0,0.0,0.0,1792,0.070556,0.159506,True,225.555194,225.561324,331.018963,330.987434,0.030388,0.03035,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",54.80165,-2.883591194,54.650589,54.792154,54.689951,54.801684,54.80165,54.996459,87.84628,87.95248,87.883814,87.962303,87.962273,88.13527
NORAD25544,ISS (ZARYA),168,3000,False,evaluated,46745,37555,9190,19.6599,22454,7541,7560,age_ridge,78.736462,79.119829,-0.4869,closed,closed,closed,closed,closed,closed,138.838177,139.11944,0.281262,0.2026,-0.2026,3143,4417,0,0.415741,0.281262,0.59521,0.243065,0.322843,0.0,0.0,0.0,1914,0.215622,0.351459,True,355.421236,355.287266,535.350496,535.15359,0.065416,0.065575,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",79.119829,-4.320190031,78.736462,79.112147,78.768789,79.119851,79.119829,81.459422,138.838177,139.10933,138.875369,139.119463,139.11944,140.107992
NORAD56726,IRIDIUM 181,8,none,False,evaluated,1902,1902,0,0.0,924,345,633,age_ridge,0.194536,0.196127,-0.8178,closed,closed,closed,closed,closed,closed,0.1674,0.168574,0.001174,0.7016,-0.7016,285,348,0,0.450237,0.001174,0.00059,0.000788,0.001575,0.013666,1.0,0.02527274,206,0.000691,0.001631,True,0.434291,0.434925,0.538744,0.538978,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.196127,-0.011317786,0.194536,0.194894,0.194163,0.196241,0.196127,0.310816,0.1674,0.167749,0.167054,0.168663,0.168574,0.273904
NORAD56726,IRIDIUM 181,8,150,False,evaluated,1902,1901,1,0.0526,923,345,633,age_ridge,0.194536,0.195696,-0.5962,closed,closed,closed,closed,closed,closed,0.1674,0.168265,0.000866,0.517,-0.517,259,374,0,0.409163,0.000866,0.00068,0.000557,0.001179,6e-06,0.001068,1.742e-05,206,0.000483,0.00123,True,0.434291,0.434143,0.538744,0.538263,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.195696,-0.010886542,0.194536,0.194953,0.194168,0.195765,0.195696,0.284601,0.1674,0.167807,0.167058,0.168316,0.168265,0.24961
NORAD56726,IRIDIUM 181,8,500,False,evaluated,1902,1902,0,0.0,924,345,633,age_ridge,0.194536,0.196127,-0.8178,closed,closed,closed,closed,closed,closed,0.1674,0.168574,0.001174,0.7016,-0.7016,285,348,0,0.450237,0.001174,0.00059,0.000788,0.001575,0.013666,1.0,0.02527274,206,0.000691,0.001631,True,0.434291,0.434925,0.538744,0.538978,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.196127,-0.011317786,0.194536,0.194894,0.194163,0.196241,0.196127,0.310816,0.1674,0.167749,0.167054,0.168663,0.168574,0.273904
NORAD56726,IRIDIUM 181,8,1500,True,evaluated,1902,1902,0,0.0,924,345,633,age_ridge,0.194536,0.196127,-0.8178,closed,closed,closed,closed,closed,closed,0.1674,0.168574,0.001174,0.7016,-0.7016,285,348,0,0.450237,0.001174,0.00059,0.000788,0.001575,0.013666,1.0,0.02527274,206,0.000691,0.001631,True,0.434291,0.434925,0.538744,0.538978,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.196127,-0.011317786,0.194536,0.194894,0.194163,0.196241,0.196127,0.310816,0.1674,0.167749,0.167054,0.168663,0.168574,0.273904
NORAD56726,IRIDIUM 181,8,3000,False,evaluated,1902,1902,0,0.0,924,345,633,age_ridge,0.194536,0.196127,-0.8178,closed,closed,closed,closed,closed,closed,0.1674,0.168574,0.001174,0.7016,-0.7016,285,348,0,0.450237,0.001174,0.00059,0.000788,0.001575,0.013666,1.0,0.02527274,206,0.000691,0.001631,True,0.434291,0.434925,0.538744,0.538978,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.196127,-0.011317786,0.194536,0.194894,0.194163,0.196241,0.196127,0.310816,0.1674,0.167749,0.167054,0.168663,0.168574,0.273904
NORAD56726,IRIDIUM 181,24,none,False,evaluated,2584,2584,0,0.0,1361,484,739,age_ridge,0.718019,0.748191,-4.2021,closed,closed,closed,closed,closed,closed,0.636758,0.657228,0.02047,3.2147,-3.2147,268,471,0,0.362652,0.02047,0.010597,0.016667,0.02424,0.0,0.0,0.0,228,0.016331,0.024464,True,1.688697,1.699591,2.360598,2.364581,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.748191,-0.066072671,0.718019,0.72534,0.71597,0.749558,0.748191,1.420255,0.636758,0.643312,0.635145,0.658075,0.657228,1.252633
NORAD56726,IRIDIUM 181,24,150,False,evaluated,2584,2577,7,0.2709,1354,484,739,age_ridge,0.718019,0.720344,-0.3239,closed,closed,closed,closed,closed,closed,0.636758,0.638216,0.001459,0.2291,-0.2291,367,372,0,0.496617,0.001459,0.000174,0.000542,0.002351,0.883032,1.0,0.94987506,228,0.000459,0.00245,True,1.688697,1.685874,2.360598,2.356474,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.720344,-0.038226272,0.718019,0.719262,0.715999,0.720445,0.720344,0.940922,0.636758,0.637838,0.635163,0.638279,0.638216,0.830802
NORAD56726,IRIDIUM 181,24,500,False,evaluated,2584,2583,1,0.0387,1360,484,739,age_ridge,0.718019,0.722229,-0.5863,closed,closed,closed,closed,closed,closed,0.636758,0.639625,0.002867,0.4503,-0.4503,323,416,0,0.437077,0.002867,0.001054,0.001712,0.00401,0.000703,0.109668,0.00165052,228,0.001567,0.004167,True,1.688697,1.68528,2.360598,2.355416,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.722229,-0.04011067,0.718019,0.720078,0.71597,0.722398,0.722229,1.07607,0.636758,0.638553,0.635145,0.639728,0.639625,0.951566
NORAD56726,IRIDIUM 181,24,1500,True,evaluated,2584,2584,0,0.0,1361,484,739,age_ridge,0.718019,0.748191,-4.2021,closed,closed,closed,closed,closed,closed,0.636758,0.657228,0.02047,3.2147,-3.2147,268,471,0,0.362652,0.02047,0.010597,0.016667,0.02424,0.0,0.0,0.0,228,0.016331,0.024464,True,1.688697,1.699591,2.360598,2.364581,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.748191,-0.066072671,0.718019,0.72534,0.71597,0.749558,0.748191,1.420255,0.636758,0.643312,0.635145,0.658075,0.657228,1.252633
NORAD56726,IRIDIUM 181,24,3000,False,evaluated,2584,2584,0,0.0,1361,484,739,age_ridge,0.718019,0.748191,-4.2021,closed,closed,closed,closed,closed,closed,0.636758,0.657228,0.02047,3.2147,-3.2147,268,471,0,0.362652,0.02047,0.010597,0.016667,0.02424,0.0,0.0,0.0,228,0.016331,0.024464,True,1.688697,1.699591,2.360598,2.364581,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",0.748191,-0.066072671,0.718019,0.72534,0.71597,0.749558,0.748191,1.420255,0.636758,0.643312,0.635145,0.658075,0.657228,1.252633
NORAD56726,IRIDIUM 181,48,none,False,evaluated,2612,2612,0,0.0,1372,496,744,age_ridge,1.728454,1.784708,-3.2546,closed,closed,closed,closed,closed,closed,1.60997,1.649011,0.039041,2.425,-2.425,314,430,0,0.422043,0.039041,0.042017,0.029989,0.048543,2.4e-05,0.004176,6.68e-05,231,0.022413,0.054477,True,4.267894,4.482457,5.771777,5.984749,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.784708,-0.142677042,1.728454,1.772696,1.722787,1.785182,1.784708,6.938309,1.60997,1.643079,1.604539,1.649257,1.649011,6.649586
NORAD56726,IRIDIUM 181,48,150,False,evaluated,2612,2577,35,1.34,1339,494,744,age_ridge,1.507157,1.512095,-0.3276,closed,closed,closed,closed,closed,closed,1.60997,1.613755,0.003785,0.2351,-0.2351,297,447,0,0.399194,0.003785,0.004689,0.002503,0.005076,0.0,0.0,0.0,231,0.002104,0.005425,True,4.267894,4.256736,5.771777,5.760029,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.512095,-0.080295448,1.507157,1.511754,1.50183,1.512164,1.512095,1.989743,1.60997,1.614241,1.604888,1.613783,1.613755,1.937798
NORAD56726,IRIDIUM 181,48,500,False,evaluated,2612,2606,6,0.2297,1366,496,744,age_ridge,1.728454,1.741906,-0.7783,closed,closed,closed,closed,closed,closed,1.60997,1.620456,0.010486,0.6513,-0.6513,258,486,0,0.346774,0.010486,0.010824,0.008055,0.012952,0.0,0.0,0.0,231,0.007284,0.013614,True,4.267894,4.250742,5.771777,5.752674,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.741906,-0.099874951,1.728454,1.738408,1.722804,1.742205,1.741906,3.007434,1.60997,1.619143,1.604557,1.620618,1.620456,2.573092
NORAD56726,IRIDIUM 181,48,1500,True,evaluated,2612,2609,3,0.1149,1369,496,744,age_ridge,1.728454,1.758711,-1.7505,closed,closed,closed,closed,closed,closed,1.60997,1.632574,0.022604,1.404,-1.404,260,484,0,0.349462,0.022604,0.01918,0.018296,0.02716,0.0,0.0,0.0,231,0.016917,0.02832,True,4.267894,4.251248,5.771777,5.750338,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.758711,-0.116680013,1.728454,1.745328,1.722793,1.759612,1.758711,3.462587,1.60997,1.625593,1.604545,1.633077,1.632574,2.934665
NORAD56726,IRIDIUM 181,48,3000,False,evaluated,2612,2610,2,0.0766,1370,496,744,age_ridge,1.728454,1.80683,-4.5345,closed,closed,closed,closed,closed,closed,1.60997,1.665562,0.055592,3.453,-3.453,235,509,0,0.31586,0.055592,0.037137,0.046965,0.064599,0.0,0.0,0.0,231,0.044068,0.066844,True,4.267894,4.267824,5.771777,5.760865,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",1.80683,-0.164798718,1.728454,1.760637,1.722791,1.809622,1.80683,4.240095,1.60997,1.640216,1.604543,1.667123,1.665562,3.598734
NORAD56726,IRIDIUM 181,72,none,False,evaluated,2597,2597,0,0.0,1364,492,741,age_ridge,3.048264,3.082274,-1.1157,closed,closed,closed,closed,closed,closed,2.850624,2.862523,0.011899,0.4174,-0.4174,362,379,0,0.488529,0.011899,9.4e-05,0.003785,0.020225,0.556713,1.0,0.67103799,230,0.002165,0.021238,True,7.531783,7.56981,10.173922,10.209064,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",3.082274,-0.186423381,3.048264,3.048829,3.036857,3.084717,3.082274,21.698121,2.850624,2.851139,2.838878,2.863687,2.862523,21.440354
NORAD56726,IRIDIUM 181,72,150,False,evaluated,2597,2528,69,2.6569,1302,486,740,age_ridge,2.362263,2.374627,-0.5234,closed,closed,closed,closed,closed,closed,2.81176,2.818959,0.007198,0.256,-0.256,321,419,0,0.433784,0.007198,0.007119,0.0038,0.01059,0.000356,0.057672,0.00088183,230,0.003311,0.010989,True,7.421065,7.411031,9.893087,9.88121,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",2.374627,-0.13047735,2.362263,2.371576,2.351784,2.375006,2.374627,3.002284,2.81176,2.820234,2.801156,2.819099,2.818959,3.115882
NORAD56726,IRIDIUM 181,72,500,False,evaluated,2597,2585,12,0.4621,1352,492,741,age_ridge,3.048264,3.079671,-1.0303,closed,closed,closed,closed,closed,closed,2.850624,2.867933,0.017309,0.6072,-0.6072,306,435,0,0.412955,0.017309,0.014886,0.011009,0.023644,2e-06,0.000362,5.93e-06,230,0.010069,0.024266,True,7.531783,7.531332,10.173922,10.170024,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",3.079671,-0.183820312,3.048264,3.061279,3.036892,3.08115,3.079671,5.077022,2.850624,2.862266,2.838994,2.868623,2.867933,4.254212
NORAD56726,IRIDIUM 181,72,1500,True,evaluated,2597,2591,6,0.231,1358,492,741,age_ridge,3.048264,3.098802,-1.658,closed,closed,closed,closed,closed,closed,2.850624,2.880567,0.029943,1.0504,-1.0504,290,451,0,0.391363,0.029943,0.023441,0.021804,0.038258,0.0,0.0,0.0,230,0.020635,0.039074,True,7.531783,7.530401,10.173922,10.166981,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",3.098802,-0.202951936,3.048264,3.068333,3.03687,3.101048,3.098802,5.751822,2.850624,2.868462,2.838924,2.881672,2.880567,4.848292
NORAD56726,IRIDIUM 181,72,3000,False,evaluated,2597,2593,4,0.154,1360,492,741,age_ridge,3.048264,3.155041,-3.5029,closed,closed,closed,closed,closed,closed,2.850624,2.914748,0.064125,2.2495,-2.2495,268,473,0,0.361673,0.064125,0.044036,0.051291,0.07816,0.0,0.0,0.0,230,0.04837,0.079413,True,7.531783,7.54703,10.173922,10.178647,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",3.155041,-0.259190195,3.048264,3.082681,3.036864,3.159656,3.155041,6.356972,2.850624,2.881018,2.838904,2.917037,2.914748,5.327044
NORAD56726,IRIDIUM 181,96,none,False,evaluated,2652,2652,0,0.0,1398,504,750,age_ridge,4.97603,6.069535,-21.9754,closed,closed,closed,closed,closed,closed,4.474018,5.29598,0.821962,18.3719,-18.3719,119,631,0,0.158667,0.821962,0.511176,0.735688,0.919552,0.0,0.0,0.0,231,0.713922,0.945029,True,11.882672,12.121272,16.013465,16.174066,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",6.069535,-1.34230613,4.97603,5.351155,4.955878,6.10334,6.069535,42.296113,4.474018,4.817937,4.445428,5.318482,5.29598,42.281978
NORAD56726,IRIDIUM 181,96,150,False,evaluated,2652,2528,124,4.6757,1294,489,745,age_ridge,3.592005,3.61035,-0.5107,closed,closed,closed,closed,closed,closed,4.27119,4.285233,0.014043,0.3288,-0.3288,277,467,1,0.371812,0.014043,0.012716,0.009256,0.018859,0.0,0.0,0.0,231,0.008321,0.019701,True,11.264469,11.228738,14.776584,14.740338,0.0,0.0,"argmin val MAE over M_L=['linear_age', 'age_ridge', 'deployable_ridge']",3.61035,-0.197944599,3.592005,3.605328,3.576492,3.610832,3.61035,4.20126,4.27119,4.286713,4.249368,4.285449,4.285233,4.27691
